experiment	factor	condition	ipReads
3	H3K9me3	Healthy	hg38/counts/A50443.CEMT_51.H3K9me3.hg38.bwa-sb.IX3750.C75F7ANXX_3_TAATCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50450.CEMT_52.H3K9me3.hg38.bwa-sb.IX3750.C75F7ANXX_3_AGGCCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50457.CEMT_53.H3K9me3.hg38.bwa-sb.IX3750.C75F7ANXX_3_ATGTCA.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50464.CEMT_54.H3K9me3.hg38.bwa-sb.IX3750.C75F7ANXX_3_CCCATG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50471.CEMT_55.H3K9me3.hg38.bwa-sb.IX3751.C75F7ANXX_4_CTTGTA.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50478.CEMT_56.H3K9me3.hg38.bwa-sb.IX3751.C75F7ANXX_4_GCCGCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50485.CEMT_57.H3K9me3.hg38.bwa-sb.IX3751.C75F7ANXX_4_ACTGAT.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50614.CEMT_58.H3K9me3.hg38.bwa-sb.IX3751.C75F7ANXX_4_TTCGAA.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50621.CEMT_59.H3K9me3.hg38.bwa-sb.IX3810.C6PDTANXX_6_AACCCC.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50873.CEMT_60.H3K9me3.hg38.bwa-sb.IX3810.C6PDTANXX_6_TAATCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A50880.CEMT_61.H3K9me3.hg38.bwa-sb.IX3810.C6PDTANXX_6_AGGCCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Healthy	hg38/counts/A55599.CEMT_72.H3K9me3.hg38.A55599_2_lanes_dupsFlagged.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Large Intestine-Colon Carcinoma	hg38/counts/A52090.CEMT_62.H3K27ac.hg38.bwa-sb.IX4135.C8ATRANXX_5_CAAAAG.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Large Intestine-Colon Carcinoma	hg38/counts/A50890.CEMT_63.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_AAGACT.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Large Intestine-Colon Carcinoma	hg38/counts/A50897.CEMT_64.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_TATAAT.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Large Intestine-Colon Carcinoma	hg38/counts/A51319.CEMT_65.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_ATACGG.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Large Intestine-Colon Carcinoma	hg38/counts/A51326.CEMT_66.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_GTAGAG.q5.F3332.PET.wig.cnt.gz
3	H3K27ac	Large Intestine-Colon Carcinoma	hg38/counts/A51333.CEMT_67.H3K27ac.hg38.bwa-sb.IX3819.C6PRKANXX_8_CCGCAA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Large Intestine-Colon Carcinoma	hg38/counts/A52088.CEMT_62.H3K27me3.hg38.bwa-sb.IX4129.C8ATGANXX_4_ACCCAG.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Large Intestine-Colon Carcinoma	hg38/counts/A50888.CEMT_63.H3K27me3.hg38.bwa-sb.IX3812.C6PRKANXX_1_TTAGGC.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Large Intestine-Colon Carcinoma	hg38/counts/A50895.CEMT_64.H3K27me3.hg38.bwa-sb.IX3813.C6PRKANXX_2_CTCAGA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Large Intestine-Colon Carcinoma	hg38/counts/A51317.CEMT_65.H3K27me3.hg38.bwa-sb.IX3813.C6PRKANXX_2_AAGCGA.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Large Intestine-Colon Carcinoma	hg38/counts/A51324.CEMT_66.H3K27me3.hg38.bwa-sb.IX3813.C6PRKANXX_2_TCATTC.q5.F3332.PET.wig.cnt.gz
3	H3K27me3	Large Intestine-Colon Carcinoma	hg38/counts/A51331.CEMT_67.H3K27me3.hg38.bwa-sb.IX3813.C6PRKANXX_2_ATCCTA.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Large Intestine-Colon Carcinoma	hg38/counts/A52089.CEMT_62.H3K36me3.hg38.bwa-sb.IX4129.C8ATGANXX_4_AGCGCT.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Large Intestine-Colon Carcinoma	hg38/counts/A50889.CEMT_63.H3K36me3.hg38.bwa-sb.IX3814.C6PRKANXX_3_GGCTAC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Large Intestine-Colon Carcinoma	hg38/counts/A50896.CEMT_64.H3K36me3.hg38.bwa-sb.IX3815.C6PRKANXX_4_GCACTT.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Large Intestine-Colon Carcinoma	hg38/counts/A51318.CEMT_65.H3K36me3.hg38.bwa-sb.IX3815.C6PRKANXX_4_ACTCTC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Large Intestine-Colon Carcinoma	hg38/counts/A51325.CEMT_66.H3K36me3.hg38.bwa-sb.IX3815.C6PRKANXX_4_TGGCGC.q5.F3332.PET.wig.cnt.gz
3	H3K36me3	Large Intestine-Colon Carcinoma	hg38/counts/A51332.CEMT_67.H3K36me3.hg38.bwa-sb.IX3815.C6PRKANXX_4_CACTCA.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Large Intestine-Colon Carcinoma	hg38/counts/A52085.CEMT_62.H3K4me1.hg38.bwa-sb.IX4129.C8ATGANXX_4_ATCACG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Large Intestine-Colon Carcinoma	hg38/counts/A50885.CEMT_63.H3K4me1.hg38.bwa-sb.IX3808.C6PDTANXX_4_TACAGC.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Large Intestine-Colon Carcinoma	hg38/counts/A50892.CEMT_64.H3K4me1.hg38.bwa-sb.IX3809.C6PDTANXX_5_ATAATT.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Large Intestine-Colon Carcinoma	hg38/counts/A51314.CEMT_65.H3K4me1.hg38.bwa-sb.IX3809.C6PDTANXX_5_CCGTCC.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Large Intestine-Colon Carcinoma	hg38/counts/A51321.CEMT_66.H3K4me1.hg38.bwa-sb.IX3809.C6PDTANXX_5_GAGTGG.q5.F3332.PET.wig.cnt.gz
3	H3K4me1	Large Intestine-Colon Carcinoma	hg38/counts/A51328.CEMT_67.H3K4me1.hg38.bwa-sb.IX3809.C6PDTANXX_5_AAACAT.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Large Intestine-Colon Carcinoma	hg38/counts/A52086.CEMT_62.H3K4me3.hg38.bwa-sb.IX4135.C8ATRANXX_5_GATCAG.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Large Intestine-Colon Carcinoma	hg38/counts/A50886.CEMT_63.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_TGCCAT.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Large Intestine-Colon Carcinoma	hg38/counts/A50893.CEMT_64.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_CACCGG.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Large Intestine-Colon Carcinoma	hg38/counts/A51315.CEMT_65.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_TGACCA.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Large Intestine-Colon Carcinoma	hg38/counts/A51322.CEMT_66.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_CTGCTG.q5.F3332.PET.wig.cnt.gz
3	H3K4me3	Large Intestine-Colon Carcinoma	hg38/counts/A51329.CEMT_67.H3K4me3.hg38.bwa-sb.IX3818.C6PRKANXX_7_AAGGAC.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Large Intestine-Colon Carcinoma	hg38/counts/A52087.CEMT_62.H3K9me3.hg38.bwa-sb.IX4129.C8ATGANXX_4_AACCCC.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Large Intestine-Colon Carcinoma	hg38/counts/A50887.CEMT_63.H3K9me3.hg38.bwa-sb.IX3810.C6PDTANXX_6_ATGTCA.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Large Intestine-Colon Carcinoma	hg38/counts/A50894.CEMT_64.H3K9me3.hg38.bwa-sb.IX3811.C6PDTANXX_7_CCCATG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Large Intestine-Colon Carcinoma	hg38/counts/A51316.CEMT_65.H3K9me3.hg38.bwa-sb.IX3811.C6PDTANXX_7_CTTGTA.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Large Intestine-Colon Carcinoma	hg38/counts/A51323.CEMT_66.H3K9me3.hg38.bwa-sb.IX3811.C6PDTANXX_7_GCCGCG.q5.F3332.PET.wig.cnt.gz
3	H3K9me3	Large Intestine-Colon Carcinoma	hg38/counts/A51330.CEMT_67.H3K9me3.hg38.bwa-sb.IX3811.C6PDTANXX_7_ACTGAT.q5.F3332.PET.wig.cnt.gz
4	H3K4me1	Healthy	hg38/counts/S0159LH1.ERX1007461.H3K4me1.bwa.GRCh38.20151029.cnt.gz
4	H3K9me3	Healthy	hg38/counts/S0159LH1.ERX1007462.H3K9me3.bwa.GRCh38.20151029.cnt.gz
4	H3K27ac	Healthy	hg38/counts/S0159LH1.ERX1007481.H3K27ac.bwa.GRCh38.20151029.cnt.gz
4	H3K36me3	Healthy	hg38/counts/S0159LH1.ERX1007482.H3K36me3.bwa.GRCh38.20151029.cnt.gz
4	H3K27me3	Healthy	hg38/counts/S0159LH1.ERX1007483.H3K27me3.bwa.GRCh38.20151029.cnt.gz
4	H3K4me3	Healthy	hg38/counts/S0159LH1.ERX1122444.H3K4me3.bwa.GRCh38.20151029.cnt.gz
4	H3K27me3	Healthy	hg38/counts/S00X9SH1.ERX712739.H3K27me3.bwa.GRCh38.20150529.cnt.gz
4	H3K36me3	Healthy	hg38/counts/S00X9SH1.ERX712740.H3K36me3.bwa.GRCh38.20150529.cnt.gz
4	H3K4me1	Healthy	hg38/counts/S00X9SH1.ERX712741.H3K4me1.bwa.GRCh38.20150529.cnt.gz
4	H3K4me3	Healthy	hg38/counts/S00X9SH1.ERX712777.H3K4me3.bwa.GRCh38.20150529.cnt.gz
4	H3K27ac	Healthy	hg38/counts/S00X9SH1.ERX712778.H3K27ac.bwa.GRCh38.20150529.cnt.gz
4	H3K9me3	Healthy	hg38/counts/S00X9SH1.ERX712779.H3K9me3.bwa.GRCh38.20150529.cnt.gz
4	H3K4me1	Healthy	hg38/counts/S00XAQH1.ERX1295588.H3K4me1.bwa.GRCh38.20160126.cnt.gz
4	H3K4me3	Healthy	hg38/counts/S00XAQH1.ERX712759.H3K4me3.bwa.GRCh38.20150528.cnt.gz
4	H3K27ac	Healthy	hg38/counts/S00XAQH1.ERX712760.H3K27ac.bwa.GRCh38.20150529.cnt.gz
4	H3K36me3	Healthy	hg38/counts/S00XAQH1.ERX712761.H3K36me3.bwa.GRCh38.20150529.cnt.gz
4	H3K9me3	Healthy	hg38/counts/S00XAQH1.ERX712762.H3K9me3.bwa.GRCh38.20150529.cnt.gz
4	H3K27me3	Healthy	hg38/counts/S00XAQH1.ERX712763.H3K27me3.bwa.GRCh38.20150529.cnt.gz
4	H3K27ac	Healthy	hg38/counts/S00W1BH1.ERX712695.H3K27ac.bwa.GRCh38.20150528.cnt.gz
4	H3K36me3	Healthy	hg38/counts/S00W1BH1.ERX712696.H3K36me3.bwa.GRCh38.20150529.cnt.gz
4	H3K4me1	Healthy	hg38/counts/S00W1BH1.ERX712697.H3K4me1.bwa.GRCh38.20150528.cnt.gz
4	H3K9me3	Healthy	hg38/counts/S00W1BH1.ERX712698.H3K9me3.bwa.GRCh38.20150529.cnt.gz
4	H3K4me3	Healthy	hg38/counts/S00W1BH1.ERX712717.H3K4me3.bwa.GRCh38.20150529.cnt.gz
4	H3K27me3	Healthy	hg38/counts/S00W1BH1.ERX712775.H3K27me3.bwa.GRCh38.20150529.cnt.gz
4	H3K4me3	Acute Lymphocytic Leukemia	hg38/counts/S0173PH1.ERX1345469.H3K4me3.bwa.GRCh38.20160309.cnt.gz
4	H3K36me3	Acute Lymphocytic Leukemia	hg38/counts/S0173PH1.ERX1345483.H3K36me3.bwa.GRCh38.20160309.cnt.gz
4	H3K4me1	Acute Lymphocytic Leukemia	hg38/counts/S0173PH1.ERX1345484.H3K4me1.bwa.GRCh38.20160309.cnt.gz
4	H3K4me3	Acute Lymphocytic Leukemia	hg38/counts/S0174NH1.ERX1302278.H3K4me3.bwa.GRCh38.20160226.cnt.gz
4	H3K27ac	Acute Lymphocytic Leukemia	hg38/counts/S0174NH1.ERX1302279.H3K27ac.bwa.GRCh38.20160226.cnt.gz
4	H3K9me3	Acute Lymphocytic Leukemia	hg38/counts/S0174NH1.ERX1304237.H3K9me3.bwa.GRCh38.20160226.cnt.gz
4	H3K4me1	Acute Lymphocytic Leukemia	hg38/counts/S0174NH1.ERX1304248.H3K4me1.bwa.GRCh38.20160226.cnt.gz
4	H3K36me3	Acute Lymphocytic Leukemia	hg38/counts/S0174NH1.ERX1345488.H3K36me3.bwa.GRCh38.20160309.cnt.gz
4	H3K4me3	Acute Lymphocytic Leukemia	hg38/counts/S0175LH1.ERX1304134.H3K4me3.bwa.GRCh38.20160226.cnt.gz
4	H3K27ac	Acute Lymphocytic Leukemia	hg38/counts/S0175LH1.ERX1304135.H3K27ac.bwa.GRCh38.20160226.cnt.gz
4	H3K9me3	Acute Lymphocytic Leukemia	hg38/counts/S0175LH1.ERX1304221.H3K9me3.bwa.GRCh38.20160226.cnt.gz
4	H3K36me3	Acute Lymphocytic Leukemia	hg38/counts/S0175LH1.ERX1345489.H3K36me3.bwa.GRCh38.20160309.cnt.gz
4	H3K4me3	Acute Lymphocytic Leukemia	hg38/counts/S017B9H1.ERX1304153.H3K4me3.bwa.GRCh38.20160226.cnt.gz
4	H3K27ac	Acute Lymphocytic Leukemia	hg38/counts/S017B9H1.ERX1304154.H3K27ac.bwa.GRCh38.20160226.cnt.gz
4	H3K4me1	Acute Lymphocytic Leukemia	hg38/counts/S017B9H1.ERX1304238.H3K4me1.bwa.GRCh38.20160226.cnt.gz
4	H3K9me3	Acute Lymphocytic Leukemia	hg38/counts/S017B9H1.ERX1304239.H3K9me3.bwa.GRCh38.20160226.cnt.gz
4	H3K36me3	Acute Lymphocytic Leukemia	hg38/counts/S017B9H1.ERX1345491.H3K36me3.bwa.GRCh38.20160309.cnt.gz
4	H3K27ac	Acute Lymphocytic Leukemia	hg38/counts/S017C7H1.ERX1302280.H3K27ac.bwa.GRCh38.20160226.cnt.gz
4	H3K4me1	Acute Lymphocytic Leukemia	hg38/counts/S017C7H1.ERX1304240.H3K4me1.bwa.GRCh38.20160226.cnt.gz
4	H3K4me3	Acute Lymphocytic Leukemia	hg38/counts/S017C7H1.ERX1345472.H3K4me3.bwa.GRCh38.20160309.cnt.gz
4	H3K27ac	Acute Lymphocytic Leukemia	hg38/counts/S017D5H1.ERX1304137.H3K27ac.bwa.GRCh38.20160226.cnt.gz
4	H3K4me3	Acute Lymphocytic Leukemia	hg38/counts/S017D5H1.ERX1304202.H3K4me3.bwa.GRCh38.20160226.cnt.gz
4	H3K4me1	Acute Lymphocytic Leukemia	hg38/counts/S017D5H1.ERX1304241.H3K4me1.bwa.GRCh38.20160226.cnt.gz
4	H3K9me3	Acute Lymphocytic Leukemia	hg38/counts/S017D5H1.ERX1304242.H3K9me3.bwa.GRCh38.20160226.cnt.gz
4	H3K36me3	Acute Lymphocytic Leukemia	hg38/counts/S017D5H1.ERX1347894.H3K36me3.bwa.GRCh38.20160309.cnt.gz
5	H3K27me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AYXH1.ERX604488.H3K27me3.bwa.GRCh38.20150528.cnt.gz
5	H3K4me1	Chronic Lymphocytic Leukemia	hg38/counts/S00AYXH1.ERX712669.H3K4me1.bwa.GRCh38.20150528.cnt.gz
5	H3K27ac	Chronic Lymphocytic Leukemia	hg38/counts/S00AYXH1.ERX712685.H3K27ac.bwa.GRCh38.20150528.cnt.gz
5	H3K4me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AYXH1.ERX941030.H3K4me3.bwa.GRCh38.20150529.cnt.gz
5	H3K9me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AYXH1.ERX941031.H3K9me3.bwa.GRCh38.20150529.cnt.gz
5	H3K36me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AYXH1.ERX941064.H3K36me3.bwa.GRCh38.20150529.cnt.gz
5	H3K4me1	Chronic Lymphocytic Leukemia	hg38/counts/S01FG4H1.ERX1122569.H3K4me1.bwa.GRCh38.20151029.cnt.gz
5	H3K36me3	Chronic Lymphocytic Leukemia	hg38/counts/S01FG4H1.ERX1122570.H3K36me3.bwa.GRCh38.20151029.cnt.gz
5	H3K4me3	Chronic Lymphocytic Leukemia	hg38/counts/S01FG4H1.ERX1122612.H3K4me3.bwa.GRCh38.20151029.cnt.gz
5	H3K27ac	Chronic Lymphocytic Leukemia	hg38/counts/S01FG4H1.ERX1122613.H3K27ac.bwa.GRCh38.20151029.cnt.gz
5	H3K9me3	Chronic Lymphocytic Leukemia	hg38/counts/S01FG4H1.ERX1122614.H3K9me3.bwa.GRCh38.20151029.cnt.gz
5	H3K27me3	Chronic Lymphocytic Leukemia	hg38/counts/S01FG4H1.ERX1295683.H3K27me3.bwa.GRCh38.20160126.cnt.gz
5	H3K4me3	Chronic Lymphocytic Leukemia	hg38/counts/S00B2JH1.ERX1104286.H3K4me3.bwa.GRCh38.20151029.cnt.gz
5	H3K36me3	Chronic Lymphocytic Leukemia	hg38/counts/S00B2JH1.ERX1104289.H3K36me3.bwa.GRCh38.20151029.cnt.gz
5	H3K9me3	Chronic Lymphocytic Leukemia	hg38/counts/S00B2JH1.ERX1104290.H3K9me3.bwa.GRCh38.20151029.cnt.gz
5	H3K4me1	Chronic Lymphocytic Leukemia	hg38/counts/S00B2JH1.ERX616984.H3K4me1.bwa.GRCh38.20150528.cnt.gz
5	H3K27me3	Chronic Lymphocytic Leukemia	hg38/counts/S00B2JH1.ERX616985.H3K27me3.bwa.GRCh38.20150528.cnt.gz
5	H3K27ac	Chronic Lymphocytic Leukemia	hg38/counts/S00B2JH1.ERX712684.H3K27ac.bwa.GRCh38.20150529.cnt.gz
5	H3K36me3	Chronic Lymphocytic Leukemia	hg38/counts/S00GPRH1.ERX712656.H3K36me3.bwa.GRCh38.20150529.cnt.gz
5	H3K4me3	Chronic Lymphocytic Leukemia	hg38/counts/S00GPRH1.ERX712657.H3K4me3.bwa.GRCh38.20150529.cnt.gz
5	H3K9me3	Chronic Lymphocytic Leukemia	hg38/counts/S00GPRH1.ERX712658.H3K9me3.bwa.GRCh38.20150529.cnt.gz
5	H3K27me3	Chronic Lymphocytic Leukemia	hg38/counts/S00GPRH1.ERX712659.H3K27me3.bwa.GRCh38.20150529.cnt.gz
5	H3K27ac	Chronic Lymphocytic Leukemia	hg38/counts/S00GPRH1.ERX712689.H3K27ac.bwa.GRCh38.20150528.cnt.gz
5	H3K4me1	Chronic Lymphocytic Leukemia	hg38/counts/S00GPRH1.ERX940665.H3K4me1.bwa.GRCh38.20150529.cnt.gz
5	H3K4me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AXZH1.ERX1104283.H3K4me3.bwa.GRCh38.20151029.cnt.gz
5	H3K36me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AXZH1.ERX1104285.H3K36me3.bwa.GRCh38.20151029.cnt.gz
5	H3K27ac	Chronic Lymphocytic Leukemia	hg38/counts/S00AXZH1.ERX1104288.H3K27ac.bwa.GRCh38.20151029.cnt.gz
5	H3K27me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AXZH1.ERX604487.H3K27me3.bwa.GRCh38.20150528.cnt.gz
5	H3K9me3	Chronic Lymphocytic Leukemia	hg38/counts/S00AXZH1.ERX712710.H3K9me3.bwa.GRCh38.20150528.cnt.gz
5	H3K4me1	Chronic Lymphocytic Leukemia	hg38/counts/S00AXZH1.ERX712752.H3K4me1.bwa.GRCh38.20150528.cnt.gz
5	H3K4me1	Healthy	hg38/counts/S0159LH1.ERX1007461.H3K4me1.bwa.GRCh38.20151029.cnt.gz
5	H3K9me3	Healthy	hg38/counts/S0159LH1.ERX1007462.H3K9me3.bwa.GRCh38.20151029.cnt.gz
5	H3K27ac	Healthy	hg38/counts/S0159LH1.ERX1007481.H3K27ac.bwa.GRCh38.20151029.cnt.gz
5	H3K36me3	Healthy	hg38/counts/S0159LH1.ERX1007482.H3K36me3.bwa.GRCh38.20151029.cnt.gz
5	H3K27me3	Healthy	hg38/counts/S0159LH1.ERX1007483.H3K27me3.bwa.GRCh38.20151029.cnt.gz
5	H3K4me3	Healthy	hg38/counts/S0159LH1.ERX1122444.H3K4me3.bwa.GRCh38.20151029.cnt.gz
5	H3K27me3	Healthy	hg38/counts/S00X9SH1.ERX712739.H3K27me3.bwa.GRCh38.20150529.cnt.gz
5	H3K36me3	Healthy	hg38/counts/S00X9SH1.ERX712740.H3K36me3.bwa.GRCh38.20150529.cnt.gz
5	H3K4me1	Healthy	hg38/counts/S00X9SH1.ERX712741.H3K4me1.bwa.GRCh38.20150529.cnt.gz
5	H3K4me3	Healthy	hg38/counts/S00X9SH1.ERX712777.H3K4me3.bwa.GRCh38.20150529.cnt.gz
5	H3K27ac	Healthy	hg38/counts/S00X9SH1.ERX712778.H3K27ac.bwa.GRCh38.20150529.cnt.gz
5	H3K9me3	Healthy	hg38/counts/S00X9SH1.ERX712779.H3K9me3.bwa.GRCh38.20150529.cnt.gz
5	H3K4me1	Healthy	hg38/counts/S00XAQH1.ERX1295588.H3K4me1.bwa.GRCh38.20160126.cnt.gz
5	H3K4me3	Healthy	hg38/counts/S00XAQH1.ERX712759.H3K4me3.bwa.GRCh38.20150528.cnt.gz
5	H3K27ac	Healthy	hg38/counts/S00XAQH1.ERX712760.H3K27ac.bwa.GRCh38.20150529.cnt.gz
5	H3K36me3	Healthy	hg38/counts/S00XAQH1.ERX712761.H3K36me3.bwa.GRCh38.20150529.cnt.gz
5	H3K9me3	Healthy	hg38/counts/S00XAQH1.ERX712762.H3K9me3.bwa.GRCh38.20150529.cnt.gz
5	H3K27me3	Healthy	hg38/counts/S00XAQH1.ERX712763.H3K27me3.bwa.GRCh38.20150529.cnt.gz
5	H3K27ac	Healthy	hg38/counts/S00W1BH1.ERX712695.H3K27ac.bwa.GRCh38.20150528.cnt.gz
5	H3K36me3	Healthy	hg38/counts/S00W1BH1.ERX712696.H3K36me3.bwa.GRCh38.20150529.cnt.gz
5	H3K4me1	Healthy	hg38/counts/S00W1BH1.ERX712697.H3K4me1.bwa.GRCh38.20150528.cnt.gz
5	H3K9me3	Healthy	hg38/counts/S00W1BH1.ERX712698.H3K9me3.bwa.GRCh38.20150529.cnt.gz
5	H3K4me3	Healthy	hg38/counts/S00W1BH1.ERX712717.H3K4me3.bwa.GRCh38.20150529.cnt.gz
5	H3K27me3	Healthy	hg38/counts/S00W1BH1.ERX712775.H3K27me3.bwa.GRCh38.20150529.cnt.gz
6	H3K4me3	Multiple Myeloma	hg38/counts/S00XDKH1.ERX712764.H3K4me3.bwa.GRCh38.20150529.cnt.gz
6	H3K27ac	Multiple Myeloma	hg38/counts/S00XDKH1.ERX712765.H3K27ac.bwa.GRCh38.20150529.cnt.gz
6	H3K4me1	Multiple Myeloma	hg38/counts/S00XDKH1.ERX712766.H3K4me1.bwa.GRCh38.20150529.cnt.gz
6	H3K36me3	Multiple Myeloma	hg38/counts/S00XDKH1.ERX712767.H3K36me3.bwa.GRCh38.20150529.cnt.gz
6	H3K9me3	Multiple Myeloma	hg38/counts/S00XDKH1.ERX712768.H3K9me3.bwa.GRCh38.20150529.cnt.gz
6	H3K27me3	Multiple Myeloma	hg38/counts/S00XDKH1.ERX712769.H3K27me3.bwa.GRCh38.20150529.cnt.gz
6	H3K27me3	Multiple Myeloma	hg38/counts/S00XCMH1.ERX712712.H3K27me3.bwa.GRCh38.20150529.cnt.gz
6	H3K4me3	Multiple Myeloma	hg38/counts/S00XCMH1.ERX712716.H3K4me3.bwa.GRCh38.20150528.cnt.gz
6	H3K36me3	Multiple Myeloma	hg38/counts/S00XCMH1.ERX712718.H3K36me3.bwa.GRCh38.20150529.cnt.gz
6	H3K4me1	Multiple Myeloma	hg38/counts/S00XCMH1.ERX712719.H3K4me1.bwa.GRCh38.20150529.cnt.gz
6	H3K27ac	Multiple Myeloma	hg38/counts/S00XCMH1.ERX712720.H3K27ac.bwa.GRCh38.20150529.cnt.gz
6	H3K9me3	Multiple Myeloma	hg38/counts/S00XCMH1.ERX712721.H3K9me3.bwa.GRCh38.20150529.cnt.gz
6	H3K4me1	Multiple Myeloma	hg38/counts/S00XEIH1.ERX1007372.H3K4me1.bwa.GRCh38.20151029.cnt.gz
6	H3K36me3	Multiple Myeloma	hg38/counts/S00XEIH1.ERX1007373.H3K36me3.bwa.GRCh38.20151029.cnt.gz
6	H3K9me3	Multiple Myeloma	hg38/counts/S00XEIH1.ERX1007374.H3K9me3.bwa.GRCh38.20151029.cnt.gz
6	H3K27me3	Multiple Myeloma	hg38/counts/S00XEIH1.ERX1007375.H3K27me3.bwa.GRCh38.20151029.cnt.gz
6	H3K4me3	Multiple Myeloma	hg38/counts/S00XEIH1.ERX1007377.H3K4me3.bwa.GRCh38.20151029.cnt.gz
6	H3K27ac	Multiple Myeloma	hg38/counts/S00XEIH1.ERX1007378.H3K27ac.bwa.GRCh38.20151029.cnt.gz
6	H3K9me3	Multiple Myeloma	hg38/counts/S00XFGH1.ERX1122511.H3K9me3.bwa.GRCh38.20151029.cnt.gz
6	H3K27me3	Multiple Myeloma	hg38/counts/S00XFGH1.ERX1122512.H3K27me3.bwa.GRCh38.20151029.cnt.gz
6	H3K4me3	Multiple Myeloma	hg38/counts/S00XFGH1.ERX1122527.H3K4me3.bwa.GRCh38.20151029.cnt.gz
6	H3K4me1	Multiple Myeloma	hg38/counts/S00XFGH1.ERX1122528.H3K4me1.bwa.GRCh38.20151029.cnt.gz
6	H3K27ac	Multiple Myeloma	hg38/counts/S00XFGH1.ERX1122529.H3K27ac.bwa.GRCh38.20151029.cnt.gz
6	H3K36me3	Multiple Myeloma	hg38/counts/S00XFGH1.ERX1122530.H3K36me3.bwa.GRCh38.20151029.cnt.gz
6	H3K4me1	Healthy	hg38/counts/S0159LH1.ERX1007461.H3K4me1.bwa.GRCh38.20151029.cnt.gz
6	H3K9me3	Healthy	hg38/counts/S0159LH1.ERX1007462.H3K9me3.bwa.GRCh38.20151029.cnt.gz
6	H3K27ac	Healthy	hg38/counts/S0159LH1.ERX1007481.H3K27ac.bwa.GRCh38.20151029.cnt.gz
6	H3K36me3	Healthy	hg38/counts/S0159LH1.ERX1007482.H3K36me3.bwa.GRCh38.20151029.cnt.gz
6	H3K27me3	Healthy	hg38/counts/S0159LH1.ERX1007483.H3K27me3.bwa.GRCh38.20151029.cnt.gz
